Index,accident_year,latitude,longitude,primary_rd,secondary_rd,population,number_killed,alcohol_involved,stwd_vehtype_at_fault,case_id,number_injured,distance,direction,month,day,year,day_of_week,hour,minute,city_code,city_name,county_code,pcf_code,collision_type_code,mviw_code,lighting_code,severity_code,road_surface_code,weather_code,dvmt
136,2013,33.92453,-117.2455,COTTONWOOD AV,RUNNING DEER RD,6,0,0,Pickup or Panel Truck,5895377,1,0,,1,2,2013,2,17,31,30,Moreno Valley,,0,0,11,4,2,0,0,1631.99
137,2013,34.13574,-116.0415,TWENTYNINE PALMS HWY,UTAH TRL,3,0,0,Passenger Car/Station Wagon,5999881,1,0,,1,2,2013,2,17,33,46,Twentynine Palms,,0,0,11,1,2,0,0,186
138,2013,33.88788,-117.2748,VAN BUREN BL,RT 215,9,0,0,Passenger Car/Station Wagon,5949407,0,275,W,1,2,2013,2,17,35,30,Moreno Valley,,0,5,11,0,1,0,0,1631.99
139,2013,33.6630873,-116.315789,CALLE MADERO,AVENIDA DIAZ,3,0,0,Passenger Car/Station Wagon,5895491,1,90,W,1,2,2013,2,17,35,25,La Quinta,,0,0,15,0,3,0,0,690.42
140,2013,34.5240595,-117.2996999,RT 395,MOJAVE,5,0,0,Passenger Car/Station Wagon,5918687,0,0,,1,2,2013,2,17,35,48,Victorville,,0,5,11,1,1,0,0,1334.28
141,2013,34.03125,-117.13485,RT 10,WABASH AV,5,0,0,Passenger Car/Station Wagon,5981623,2,385,W,1,2,2013,2,17,40,40,Redlands,,0,5,11,0,3,0,0,1088.77
142,2013,33.90836,-117.45315,RT 91,TYLER ST,7,0,0,Passenger Car/Station Wagon,5814505,0,1218,E,1,2,2013,2,17,45,42,Riverside,,0,5,11,1,1,0,0,4187.48
143,2013,33.86352,-117.53991,RT 15,MAGNOLIA AV,6,0,0,Passenger Car/Station Wagon,5940422,0,55,S,1,2,2013,2,17,50,14,Corona,,0,5,11,0,1,0,0,1610.5
144,2013,34.10835,-117.30234,RT 215,5TH ST,6,0,0,Passenger Car/Station Wagon,5981624,2,176,S,1,2,2013,2,17,52,43,San Bernardino,,0,5,11,4,2,0,0,2147.88
145,2013,34.0481156,-117.5624598,RT 15,JURUPA ST,6,0,0,Passenger Car/Station Wagon,5940413,0,1500,N,1,2,2013,2,17,55,34,Ontario,,0,5,11,1,1,0,0,2160.92
146,2013,33.95818,-117.65062,EUCLID AV,BICKMORE AV,5,0,0,Passenger Car/Station Wagon,6007166,0,295,W,1,2,2013,2,18,3,10,Chino,,0,5,11,1,1,0,0,995.67
147,2013,33.74783,-116.91942,RT 74,SOBOBA ST,9,0,0,Passenger Car/Station Wagon,5455469,0,0,,1,2,2013,2,18,5,19,Hemet,,0,0,11,1,1,0,0,613.66
148,2013,33.93639,-117.55576,RT 15,6TH ST,4,0,0,Passenger Car/Station Wagon,6001674,2,1584,S,1,2,2013,2,18,5,33,Norco,,0,5,11,0,2,0,0,318.06
149,2013,33.74341,-117.11936,RT 74,LEON RD,9,0,0,Unknown,5948748,2,0,,1,2,2013,2,18,10,28,Menifee,,0,1,11,1,2,0,0,636.78
150,2013,34.21375,-117.07881,RT 18,ARROWBEAR DR,9,0,1,Passenger Car/Station Wagon,6001634,1,0,,1,2,2013,2,18,10,21,Highland,,0,0,11,1,2,0,0,444.76
151,2013,33.52441,-117.16359,RT 15,WINCHESTER RD,5,0,0,Passenger Car/Station Wagon,5974345,0,455,N,1,2,2013,2,18,15,45,Temecula,,0,5,11,0,1,0,0,1646.46
152,2013,33.59655,-117.24649,RT 15,CLINTON KEITH RD,3,0,0,Passenger Car/Station Wagon,5948755,1,200,N,1,2,2013,2,18,15,49,Wildomar,,0,5,11,0,2,0,0,287.62
153,2013,34.0992754,-117.5846761,HERMOSA AV,ARROW RTE,6,0,0,Passenger Car/Station Wagon,5980296,1,0,,1,2,2013,2,18,20,38,Rancho Cucamonga,,0,5,11,1,2,0,0,2312.32
154,2013,35.50453,-115.43523,RT 15,NIPTON RD,9,0,0,Pickup or Panel Truck,5892671,3,10560,N,1,2,2013,2,18,30,32,Needles,,0,5,11,0,4,0,0,52.64
155,2013,33.92902,-117.55677,RT 15,6TH ST,4,0,0,Unknown,5968230,0,2640,S,1,2,2013,2,18,35,33,Norco,,0,6,11,0,1,1,0,318.06
156,2013,33.9249066,-116.5276162,LITTLE MORONGO RD,DILLON RD,3,0,1,Truck or Truck Tractor,6070105,0,0,,1,2,2013,2,18,40,15,Desert Hot Springs,,0,4,13,0,1,0,0,184.98
157,2013,34.4718,-117.15574,BEAR VALLEY RD,JOSHUA RD,5,0,0,Passenger Car/Station Wagon,5949531,1,0,,1,2,2013,2,18,50,1,Apple Valley,,0,0,11,0,4,0,0,870.69
158,2013,34.14394,-117.23515,CITRUS AV,ARDEN AV,9,0,0,Passenger Car/Station Wagon,5946577,2,25,W,1,2,2013,2,19,0,21,Highland,,0,5,11,0,2,0,0,444.76
159,2013,33.93035,-116.8354,RT 10,JOHNSON LN,9,0,0,Pickup or Panel Truck,5888761,0,4224,W,1,2,2013,2,19,1,2,Banning,,0,3,11,1,1,0,1,212.51
160,2013,34.0994237,-117.6285476,N GROVE AV,ARROW RTE,6,0,0,Passenger Car/Station Wagon,5975556,0,0,,1,2,2013,2,19,15,38,Rancho Cucamonga,,0,1,11,1,1,0,0,2312.32
161,2013,33.93156,-117.26146,EUCALYPTUS AV,FREDERICK ST,6,0,0,Passenger Car/Station Wagon,5903745,0,37,W,1,2,2013,2,19,25,30,Moreno Valley,,0,5,11,1,1,0,0,1631.99
162,2013,34.06651,-117.48872,RT 10,CHERRY AV,6,0,0,Unknown,5978866,0,2000,E,1,2,2013,2,19,35,38,Rancho Cucamonga,,4,2,13,0,1,0,0,2312.32
163,2013,33.7003341,-116.2164718,AVENUE 48,E JEFFERSON ST,4,0,0,Passenger Car/Station Wagon,5993867,0,0,,1,2,2013,2,19,40,23,Indio,,0,6,11,1,1,0,0,1158.81
164,2013,34.5082178,-117.3213395,PALMDALE RD,MARIPOSA RD,5,0,0,Pickup or Panel Truck,5914490,1,0,,1,2,2013,2,19,57,48,Victorville,,0,0,11,1,2,0,0,1334.28
165,2013,34.1119113,-117.5043767,GRAND AV,WEST CONSTITUTION WY,6,0,0,Passenger Car/Station Wagon,5982609,0,528,S,1,2,2013,2,20,9,17,Fontana,,0,5,11,1,1,0,0,2111.17
166,2013,33.84941,-116.31072,THOUSAND PALMS CANYON RD,DILLON RD,9,0,0,Passenger Car/Station Wagon,5977196,2,10032,S,1,2,2013,2,21,45,39,Rancho Mirage,,0,1,11,0,4,0,0,669.62
167,2013,34.4677174,-117.2758992,I AV,CAPRI ST,5,0,0,Passenger Car/Station Wagon,5913104,0,150,S,1,2,2013,2,21,45,20,Hesperia,,0,1,11,1,1,0,0,1438.21
168,2013,34.05203,-117.22172,ORANGE AV,NEW JERSEY ST,9,0,1,Passenger Car/Station Wagon,5975296,3,0,,1,2,2013,2,21,57,40,Redlands,,0,0,11,0,3,0,1,1088.77
169,2013,33.727495,-117.0065834,SANDERSON AV,PAGE PLAZA PL,5,0,0,Pickup or Panel Truck,5895361,1,0,,1,2,2013,2,22,7,19,Hemet,,0,0,11,1,2,0,0,613.66
170,2013,34.34465,-117.52496,RT 138,SAYLE RD,9,1,1,Pedestrian,5911143,0,187,E,1,2,2013,2,22,35,20,Hesperia,,0,8,17,0,0,0,0,1438.21
171,2013,33.70409,-115.33061,RT 10,CORN SPRINGS RD,9,0,0,Passenger Car/Station Wagon,5981582,0,27984,W,1,2,2013,2,22,54,6,Blythe,,0,4,8,0,1,0,0,116.47
172,2013,34.0601703,-117.4888072,CHERRY AV,ALISO DR,6,0,0,Truck/Truck Tractor with Trailer,5899789,0,0,,1,2,2013,2,22,58,17,Fontana,,0,2,4,1,1,0,0,2111.17
173,2013,34.1210207,-117.529372,BASELINE RD,VICTORIA PARK LN,6,0,0,Unknown,5975572,0,0,,1,2,2013,2,23,5,38,Rancho Cucamonga,,0,0,11,1,1,0,0,2312.32
174,2013,34.0481156,-117.5624598,RT 15,JURUPA ST,6,0,0,Passenger Car/Station Wagon,5901845,0,3900,S,1,2,2013,2,23,40,34,Ontario,,0,6,11,1,1,0,0,2160.92
175,2013,33.96115,-117.05186,PALMER AV,JONES WY,3,0,0,Passenger Car/Station Wagon,5900005,1,0,,1,3,2013,3,0,15,4,Beaumont,,0,7,10,1,3,5,0,168.49
176,2013,33.7074845,-116.2251353,DOCTOR CARREON BL,ARABIA ST,4,0,1,Pickup/Panel Truck with Trailer,5902595,0,490,E,1,3,2013,3,0,25,23,Indio,,0,0,11,1,1,0,0,1158.81
177,2013,34.51092,-117.32226,RT 15,ROY ROGERS DR,5,0,0,Passenger Car/Station Wagon,5975688,0,1056,S,1,3,2013,3,0,55,48,Victorville,,0,5,11,0,1,0,0,1334.28
178,2013,34.5067279,-117.3643183,PALMDALE RD,AMETHYST RD,5,0,1,Unknown,5979860,2,442,W,1,3,2013,3,1,32,48,Victorville,,0,2,4,0,4,0,0,1334.28
179,2013,34.0555693,-117.1825381,6TH ST,THE TERRACE,5,0,1,Passenger Car/Station Wagon,5995184,0,300,S,1,3,2013,3,2,25,40,Redlands,,0,2,4,1,1,0,0,1088.77
180,2013,33.5960898,-117.2760282,GRAND AV,GRAND AV 21697,3,1,1,Unknown,5911670,0,0,,1,3,2013,3,2,35,49,Wildomar,,0,2,4,0,0,0,0,287.62
181,2013,33.85194,-117.29206,HAINES ST,MARKHAM ST,9,0,0,Pickup or Panel Truck,5888529,0,1300,S,1,3,2013,3,3,0,37,Perris,,0,4,8,0,1,0,0,675.12
182,2013,33.674172,-117.2901654,DIAMOND,SUMMERHILL,4,0,0,Unknown,6004743,0,0,,1,3,2013,3,5,0,26,Lake Elsinore,,0,0,11,1,1,0,0,347.49
183,2013,33.92998,-117.28695,OLD 215 FRONTAGE RD,EUCALYPTUS AV,7,0,1,Passenger Car/Station Wagon,6253105,0,100,S,1,3,2013,3,5,36,42,Riverside,,0,6,11,0,1,0,0,4187.48
184,2013,34.04473,-117.69814,MONTE VISTA AV,PHILLIPS BL,9,0,0,Passenger Car/Station Wagon,5949757,1,500,S,1,3,2013,3,5,40,29,Montclair,,0,8,17,0,2,0,0,567.09
185,2013,33.92078,-116.80336,SEMINOLE DR,MORONGO TRL,9,0,1,Passenger Car/Station Wagon,5949826,1,784,E,1,3,2013,3,6,15,2,Banning,,0,0,11,4,2,0,0,212.51
186,2013,34.07081,-117.37252,RIVERSIDE AV,VALLEY BL,5,0,0,Passenger Car/Station Wagon,5899956,0,0,,1,3,2013,3,6,48,41,Rialto,,0,0,11,3,1,0,0,1150.5
187,2013,33.9019,-117.5627,1ST ST,HAMNER AV,4,0,0,Unknown,5999854,0,180,W,1,3,2013,3,6,49,33,Norco,,0,6,6,3,1,0,0,318.06
188,2013,33.7693627,-116.9631544,SANTA FE AV,OAKWOOD ST,4,0,0,Passenger Car/Station Wagon,5948610,0,421,S,1,3,2013,3,7,30,44,San Jacinto,,0,5,11,3,1,0,0,504.13
189,2013,34.077927,-117.6509038,RT 10,4TH ST,6,0,0,Pickup or Panel Truck,5890838,0,498,W,1,3,2013,3,7,40,34,Ontario,,0,5,11,3,1,0,0,2160.92
190,2013,33.9427091,-117.2264395,PERRIS BL,HEMLOCK AV,6,0,0,Pickup or Panel Truck,5905200,2,52,S,1,3,2013,3,7,41,30,Moreno Valley,,0,5,11,3,2,0,0,1631.99
191,2013,34.0786,-117.6255,RT 10,4TH ST,6,0,0,Passenger Car/Station Wagon,5940356,0,310,W,1,3,2013,3,7,44,34,Ontario,,0,5,11,3,1,0,0,2160.92
192,2013,34.1223852,-117.5935229,RT 210,ARCHIBALD AV,6,0,0,Passenger Car/Station Wagon,5890837,1,1584,E,1,3,2013,3,8,0,38,Rancho Cucamonga,,0,5,11,3,3,0,0,2312.32
193,2013,34.08434,-117.69196,RT 10,CENTRAL AV,4,0,0,Pickup or Panel Truck,5888777,0,771,W,1,3,2013,3,8,17,29,Montclair,,0,5,11,3,1,0,0,567.09
194,2013,33.7288063,-116.3910624,FRED WARING DR,MONTEREY AV,4,0,0,Passenger Car/Station Wagon,5978817,0,35,E,1,3,2013,3,8,45,35,Palm Desert,,0,5,11,3,1,0,0,1031.96
195,2013,33.9124777,-117.4403488,VAN BUREN BL,RUDICILL ST,7,0,0,Pickup/Panel Truck with Trailer,5891935,1,117,S,1,3,2013,3,9,56,42,Riverside,,0,0,11,3,3,0,0,4187.48
196,2013,34.0944149,-117.670072,RT 10,MOUNTAIN AV,5,0,0,Passenger Car/Station Wagon,6001652,1,2000,W,1,3,2013,3,10,29,47,Upland,,0,5,11,3,2,0,0,1021.08
197,2013,34.0941374,-117.6893243,CENTRAL AV,RT 10,4,0,0,Unknown,5946466,1,0,,1,3,2013,3,10,53,29,Montclair,,0,5,11,3,2,0,0,567.09
198,2013,34.0961564,-117.6699159,RT 210,MOUNTAIN AV,5,0,0,Unknown,5940497,0,2640,W,1,3,2013,3,11,10,47,Upland,,4,2,13,3,1,0,0,1021.08
199,2013,34.099307,-117.4887381,CHERRY AV,ARROW RT,9,0,0,Truck/Truck Tractor with Trailer,5888518,0,35,S,1,3,2013,3,11,14,17,Fontana,,0,6,11,3,1,0,0,2111.17
200,2013,34.127549,-117.3175737,5TH ST,MOUNT VERNON ST,6,0,0,Passenger Car/Station Wagon,6063789,1,85,W,1,3,2013,3,11,37,43,San Bernardino,,0,5,11,3,2,0,0,2147.88
201,2013,33.75791,-116.30206,COUNTRY CLUB DR,WASHINGTON ST,9,0,0,Passenger Car/Station Wagon,5998781,0,60,E,1,3,2013,3,11,40,22,Indian Wells,,0,5,11,3,1,0,0,244.35
202,2013,34.0479911,-117.4756929,HEMLOCK AV,JURUPA AV,6,0,0,Pedestrian,5903471,1,50,S,1,3,2013,3,12,5,17,Fontana,,0,8,17,3,3,0,0,2111.17
203,2013,33.67615,-116.20766,CALHOUN ST,51ST AV,9,0,0,Passenger Car/Station Wagon,5994939,0,528,S,1,3,2013,3,12,30,12,Coachella,,0,5,11,3,1,0,0,282.92
204,2013,33.97528,-117.506,LIMONITE AV,BAIN ST,6,0,0,Passenger Car/Station Wagon,5976398,2,0,,1,3,2013,3,12,35,24,Jurupa Valley,,0,5,11,3,3,0,0,#N/A
205,2013,33.50744,-117.14003,MORAGA RD,RANCHO CALIFORNIA RD,5,0,0,Passenger Car/Station Wagon,5976962,2,0,,1,3,2013,3,12,44,45,Temecula,,0,0,11,3,3,0,0,1646.46
206,2013,33.95615,-117.54879,RT 15,68TH ST,6,0,0,Passenger Car/Station Wagon,5940438,0,2640,S,1,3,2013,3,12,55,24,Jurupa Valley,,0,5,11,3,1,0,0,#N/A
207,2013,34.1486945,-117.5367517,DAY CREEK BL,SPLIT  REIN DR,6,0,0,Pedestrian,5974044,1,0,,1,3,2013,3,12,55,38,Rancho Cucamonga,,0,8,17,3,2,0,0,2312.32
208,2013,33.96474,-117.38162,OLIVEWOOD AV,PANORAMA RD,7,0,0,Passenger Car/Station Wagon,5978473,1,55,S,1,3,2013,3,13,20,42,Riverside,,0,5,11,3,2,0,0,4187.48
209,2013,34.07081,-117.37252,RIVERSIDE AV,SLOVER AV,5,0,0,Passenger Car/Station Wagon,5890857,2,54,N,1,3,2013,3,13,48,41,Rialto,,0,5,11,3,3,0,0,1150.5
210,2013,34.099312,-117.4888785,RT 10,CHERRY AV,6,0,0,Pickup or Panel Truck,5900526,0,528,E,1,3,2013,3,13,52,17,Fontana,,0,6,11,3,1,0,0,2111.17
211,2013,34.47116,-117.28286,BEAR VALLEY RD,INDUSTRIAL BL,5,0,0,Passenger Car/Station Wagon,5913080,1,30,W,1,3,2013,3,13,54,20,Hesperia,,0,5,11,3,2,0,0,1438.21
212,2013,34.06954,-117.39841,CEDAR AV,VALLEY BL,9,0,0,Passenger Car/Station Wagon,5940609,0,0,,1,3,2013,3,13,59,17,Fontana,,0,0,11,3,1,0,0,2111.17
213,2013,33.57047,-116.52419,RT 74,SANTA ROSA TRUCK TRL,9,0,0,Passenger Car/Station Wagon,5940425,0,4224,W,1,3,2013,3,14,0,35,Palm Desert,,0,2,4,3,1,0,0,1031.96
214,2013,34.0633646,-117.6430602,HOLT BL,GROVE AV,6,0,0,Unknown,5941004,0,90,E,1,3,2013,3,14,0,34,Ontario,,0,5,11,3,1,0,0,2160.92
215,2013,34.4704442,-117.3435408,2ND AV,BEAR VALLEY RD,5,0,0,Passenger Car/Station Wagon,5979856,2,339,N,1,3,2013,3,14,11,48,Victorville,,0,0,11,3,2,0,0,1334.28
216,2013,33.7543194,-116.9018979,CHICAGO AV,AVENIDA MIRAFLORES,9,0,0,Passenger Car/Station Wagon,6001664,1,57,S,1,3,2013,3,14,20,44,San Jacinto,,0,3,2,3,3,0,0,504.13
217,2013,33.7162077,-116.2207439,OASIS ST,WILSON AV,4,0,0,Pickup or Panel Truck,5902583,0,0,,1,3,2013,3,14,46,23,Indio,,0,5,11,3,1,0,0,1158.81
218,2013,34.06682,-117.24357,RT 10,MT VIEW AV,3,0,0,Pickup or Panel Truck,5914809,0,1584,E,1,3,2013,3,14,51,27,Loma Linda,,0,5,11,3,1,0,0,350.89
219,2013,34.1158162,-117.3162646,N PICO AV,W 9TH ST,6,0,0,Passenger Car/Station Wagon,6063127,0,120,N,1,3,2013,3,14,56,43,San Bernardino,,0,6,15,1,1,0,0,2147.88
220,2013,34.1162607,-117.3669329,HOLLY ST,MAGNOLIA AV,5,0,0,Passenger Car/Station Wagon,5978387,1,51,E,1,3,2013,3,15,24,41,Rialto,,0,4,4,3,2,0,0,1150.5
221,2013,34.0636553,-117.5584117,RT 10,MILLIKEN AV,6,0,0,Passenger Car/Station Wagon,5890798,0,910,E,1,3,2013,3,15,30,34,Ontario,,0,5,11,3,1,0,0,2160.92
222,2013,34.0636553,-117.5584117,RT 10,MILLIKEN AV,6,0,0,Passenger Car/Station Wagon,5890840,0,120,E,1,3,2013,3,15,35,34,Ontario,,0,5,11,3,1,0,0,2160.92
223,2013,33.9077,-117.47171,RT 91,LA SIERRA AV,7,0,0,Passenger Car/Station Wagon,5977663,2,300,E,1,3,2013,3,15,55,42,Riverside,,0,6,11,3,2,0,0,4187.48
224,2013,34.04412,-116.58375,RT 62,ADELINE WY,9,0,0,Passenger Car/Station Wagon,5946241,0,130,E,1,3,2013,3,15,55,15,Desert Hot Springs,,0,0,11,3,1,0,0,184.98
225,2013,34.24237,-116.89238,BROWNIE LN,THRUSH DR,2,0,0,School Bus,5882223,0,7,W,1,3,2013,3,16,0,5,Big Bear Lake,,0,3,11,3,1,0,0,242.33
226,2013,34.0481156,-117.5624598,RT 15,JURUPA ST,6,0,0,Passenger Car/Station Wagon,5940329,0,2500,N,1,3,2013,3,16,6,34,Ontario,,0,5,11,3,1,0,0,2160.92
227,2013,33.9237471,-116.9483249,W ST,PASEO BEAUMONT,3,0,0,Passenger Car/Station Wagon,6010840,1,267,W,1,3,2013,3,16,20,4,Beaumont,,0,0,11,3,2,0,0,168.49
228,2013,33.99564,-117.36585,RT 60,MAIN ST,7,0,0,Passenger Car/Station Wagon,5888517,0,400,W,1,3,2013,3,16,30,42,Riverside,,0,5,11,3,1,0,0,4187.48
229,2013,33.8444863,-117.2138649,RAMONA EXPWY,RT 215 OFF RAMP,4,0,0,Unknown,5987230,1,0,,1,3,2013,3,16,49,37,Perris,,0,5,11,4,2,0,0,675.12
230,2013,33.70271,-117.08497,WINCHESTER RD,HADDOCK ST,9,0,0,Pickup or Panel Truck,5888773,0,267,S,1,3,2013,3,16,50,28,Menifee,,0,5,11,4,1,0,0,636.78
231,2013,33.7214289,-116.338964,RT 111,ELDORADO DR,2,0,0,Passenger Car/Station Wagon,5974518,0,898,W,1,3,2013,3,17,0,22,Indian Wells,,0,5,11,0,1,0,0,244.35
232,2013,34.0481156,-117.5624598,RT 15,JURUPA ST,6,0,0,Passenger Car/Station Wagon,5949828,1,528,N,1,3,2013,3,17,8,34,Ontario,,0,6,11,0,2,0,0,2160.92
233,2013,34.1108477,-117.5369219,DAY CREEK BL,S MAINSTREET DR,6,0,0,Unknown,5978807,0,0,,1,3,2013,3,17,10,38,Rancho Cucamonga,,5,0,11,4,1,0,0,2312.32
234,2013,33.78711,-116.38814,MONTEREY AV,GERALD FORD DR,3,0,0,Passenger Car/Station Wagon,5978813,0,792,N,1,3,2013,3,17,20,39,Rancho Mirage,,0,5,11,1,1,0,0,669.62
235,2013,34.0621808,-117.5240793,RT 10,ETIWANDA AV,6,0,0,Passenger Car/Station Wagon,5940364,1,2500,W,1,3,2013,3,17,26,17,Fontana,,0,5,11,0,2,0,0,2111.17
236,2013,34.06385,-117.29466,RT 10,RT 215,6,0,0,Pickup or Panel Truck,5914805,1,2640,E,1,3,2013,3,17,28,43,San Bernardino,,0,5,11,1,2,0,0,2147.88
237,2013,34.1422916,-116.2976936,TERRACE DR,W PARK BL,9,0,0,Unknown,5900874,0,320,E,1,3,2013,3,17,30,51,Yucca Valley,,5,2,4,3,1,0,0,201.94
238,2013,33.8987736,-117.2264037,PERRIS BL,FILAREE AV,6,0,0,Unknown,5903231,0,0,,1,3,2013,3,17,35,30,Moreno Valley,,0,0,11,1,1,0,0,1631.99
239,2013,34.0635,-117.3399,RT 15,CANTU GALLEANO RANCH RD,4,0,0,Passenger Car/Station Wagon,5888513,1,2000,N,1,3,2013,3,17,40,16,Eastvale,,0,5,11,1,4,0,0,#N/A
240,2013,33.88844,-117.3243,VAN BUREN BL,COLE AV,7,0,0,Passenger Car/Station Wagon,5949962,1,420,W,1,3,2013,3,17,46,42,Riverside,,0,5,11,1,2,0,0,4187.48
241,2013,33.68518,-117.17557,HAUN RD,NEWPORT RD,5,0,0,Passenger Car/Station Wagon,5991454,1,267,S,1,3,2013,3,17,50,28,Menifee,,0,5,11,1,2,0,0,636.78
242,2013,33.74759,-116.92013,RT 74,SOBOBA ST,9,0,0,Passenger Car/Station Wagon,6001636,1,60,W,1,3,2013,3,17,55,19,Hemet,,0,5,11,4,2,0,0,613.66
243,2013,34.0911,-117.3016,RT 215,MILL ST,6,0,0,Passenger Car/Station Wagon,5908698,2,200,S,1,3,2013,3,18,10,43,San Bernardino,,0,5,11,0,2,0,0,2147.88
244,2013,34.0414,-117.28428,RECHE CANYON RD,PRADO LN,9,0,0,Passenger Car/Station Wagon,5940565,0,30,N,1,3,2013,3,18,30,27,Loma Linda,,0,5,11,1,1,0,0,350.89
245,2013,34.25004,-117.00344,RT 18,FOREST RD 2N15,9,0,0,Passenger Car/Station Wagon,5882219,0,2112,S,1,3,2013,3,18,30,5,Big Bear Lake,,0,5,11,0,1,3,0,242.33
246,2013,34.4558,-117.29488,HESPERIA RD,EUCALYPTUS ST,5,0,0,Unknown,5913195,0,500,N,1,3,2013,3,18,50,20,Hesperia,,0,0,11,0,1,0,0,1438.21
247,2013,34.0771617,-117.5462228,4TH ST,ONTARIO MILLS DR,6,0,0,Unknown,5940575,0,100,W,1,3,2013,3,18,51,34,Ontario,,0,5,11,1,1,0,0,2160.92
248,2013,34.9151,-117.11084,RT 58,LENWOOD RD,9,0,0,Passenger Car/Station Wagon,5892675,0,3168,E,1,3,2013,3,19,0,3,Barstow,,0,6,11,0,1,0,0,622.78
249,2013,33.72545,-117.37078,RT 15,LAKE ST,7,0,0,Passenger Car/Station Wagon,5976245,3,3961,S,1,3,2013,3,19,10,42,Riverside,,0,4,8,0,3,0,0,4187.48
250,2013,34.10085,-117.3138481,N MT VERNON AV,W RIALTO AV,6,0,0,Passenger Car/Station Wagon,6063131,0,0,,1,3,2013,3,19,12,43,San Bernardino,,0,0,11,1,1,0,0,2147.88
251,2013,34.60215,-117.56644,EL MIRAGE RD,VALLE VISTA RD,9,0,0,Pedestrian,5980309,1,216,W,1,3,2013,3,19,18,0,Adelanto,,0,8,17,0,2,0,0,326.55
252,2013,33.92735,-116.94834,RT 10,HIGHLAND SPRINGS AV,3,0,0,Passenger Car/Station Wagon,5940437,0,200,W,1,3,2013,3,19,36,4,Beaumont,,0,5,11,0,1,0,0,168.49
253,2013,34.04324,-116.58448,RT 62,HESS BL,9,0,1,Pedestrian,5949596,1,10,E,1,3,2013,3,19,40,15,Desert Hot Springs,,0,8,17,0,4,0,0,184.98
254,2013,33.9485553,-117.4600263,CARNATION CT,COPPER LANTERN DR,7,0,0,Passenger Car/Station Wagon,5890802,0,24,W,1,3,2013,3,20,43,42,Riverside,,0,6,15,1,1,0,0,4187.48
255,2013,33.5217638,-117.1570054,YNEZ RD,PROMENADE MALL S,5,0,0,Passenger Car/Station Wagon,5978821,0,0,,1,3,2013,3,20,45,45,Temecula,,0,5,11,1,1,0,0,1646.46
256,2013,34.1513442,-117.2940792,N E ST,33RD ST,6,0,0,Passenger Car/Station Wagon,6063135,0,237,S,1,3,2013,3,20,59,43,San Bernardino,,0,6,11,1,1,0,0,2147.88
257,2013,33.8017963,-116.4060334,DINAH SHORE DR,BOB HOPE DR,3,0,0,Passenger Car/Station Wagon,5974429,0,20,W,1,3,2013,3,22,0,39,Rancho Mirage,,0,5,11,1,1,0,0,669.62
258,2013,34.06754,-117.43154,RT 10,SIERRA AV,6,0,0,Passenger Car/Station Wagon,5940558,0,1050,W,1,3,2013,3,22,15,17,Fontana,,0,5,11,1,1,0,0,2111.17
259,2013,33.95701,-117.54862,RT 15,LIMONITE AV,4,0,0,Unknown,5940434,0,800,S,1,3,2013,3,22,20,16,Eastvale,,4,2,13,0,1,0,0,#N/A
260,2013,34.13672,-117.31737,CEDAR AV,SLOVER AV,9,0,0,Passenger Car/Station Wagon,5908672,1,0,,1,3,2013,3,23,0,43,San Bernardino,,0,0,11,1,2,0,0,2147.88
261,2013,35.39733,-115.81285,RT 15,HALLORAN SUMMIT RD,9,0,0,Passenger Car/Station Wagon,5903466,5,6864,S,1,3,2013,3,23,5,46,Twentynine Palms,,0,4,8,0,4,0,0,186
262,2013,33.98312,-117.34346,RT 215,BLAINE ST,7,0,0,Passenger Car/Station Wagon,6364500,0,50,N,1,3,2013,3,23,11,42,Riverside,,0,5,11,1,1,0,0,4187.48
263,2013,34.80843,-115.21852,JOHN WILKIE ROADSIDE REST,GOFFS RD,9,0,0,Truck/Truck Tractor with Trailer,5892714,0,9504,W,1,4,2013,4,1,0,32,Needles,,0,6,15,0,1,0,0,52.64
264,2013,34.22939,-117.22839,PINE AV,APACHE TRL,9,0,0,Unknown,5940105,0,167,E,1,4,2013,4,1,0,21,Highland,,0,0,15,3,1,0,0,444.76
265,2013,34.0621994,-117.5242231,RT 10,ETIWANDA AV,6,0,0,Passenger Car/Station Wagon,5978862,0,1900,W,1,4,2013,4,1,20,34,Ontario,,0,2,4,0,1,0,0,2160.92
266,2013,33.95173,-117.30333,RT 215,FAIR ISLE DR,7,0,0,Truck/Truck Tractor with Trailer,5891421,1,100,S,1,4,2013,4,2,47,42,Riverside,,0,6,11,0,3,0,0,4187.48
267,2013,33.8788,-116.30917,DILLON RD,THOUSAND PALMS CANYON RD,9,0,1,Pickup or Panel Truck,5900755,1,2640,W,1,4,2013,4,3,50,39,Rancho Mirage,,0,4,8,0,4,0,0,669.62
268,2013,34.1358035,-117.2175325,N CENTRAL AV,EAST HIGHLAND AV,6,0,0,Passenger Car/Station Wagon,6063139,0,505,S,1,4,2013,4,6,6,43,San Bernardino,,0,2,4,4,1,0,0,2147.88
269,2013,33.44184,-116.862,RT 371,RT 79,9,0,0,Pickup or Panel Truck,5882358,0,12,E,1,4,2013,4,6,15,45,Temecula,,0,5,11,0,1,0,0,1646.46
270,2013,33.57371,-117.22391,RT 91,IVY ST,7,0,0,Passenger Car/Station Wagon,5914506,1,325,W,1,4,2013,4,6,33,42,Riverside,,0,0,11,3,2,0,0,4187.48
